0,5877987,0,10110011011000011100011
1,5967936,1,10110110001000001000000
2,5967937,10,10110110001000001000001
3,5967950,11,10110110001000001001110
4,5967951,100,10110110001000001001111
5,5967948,101,10110110001000001001100
6,5967949,110,10110110001000001001101
7,5967946,111,10110110001000001001010
8,5967947,1000,10110110001000001001011
9,5967944,1001,10110110001000001001000
10,5967945,1010,10110110001000001001001
11,5967958,1011,10110110001000001010110
12,5967959,1100,10110110001000001010111
13,5967956,1101,10110110001000001010100
14,5967957,1110,10110110001000001010101
15,5967954,1111,10110110001000001010010
16,5967955,10000,10110110001000001010011
17,5967952,10001,10110110001000001010000
18,5967953,10010,10110110001000001010001
19,5967966,10011,10110110001000001011110
20,5967967,10100,10110110001000001011111
21,5967964,10101,10110110001000001011100
22,5967965,10110,10110110001000001011101
23,5967962,10111,10110110001000001011010
24,5967963,11000,10110110001000001011011
25,5967960,11001,10110110001000001011000
26,5967961,11010,10110110001000001011001
27,5967910,11011,10110110001000000100110
28,5967911,11100,10110110001000000100111
29,5967908,11101,10110110001000000100100
30,5967909,11110,10110110001000000100101
31,5967906,11111,10110110001000000100010
32,5967907,100000,10110110001000000100011
33,5967904,100001,10110110001000000100000
34,5967905,100010,10110110001000000100001
35,5967918,100011,10110110001000000101110
36,5967919,100100,10110110001000000101111
37,5967916,100101,10110110001000000101100
38,5967917,100110,10110110001000000101101
39,5967914,100111,10110110001000000101010
40,,101000,
41,5967912,101001,10110110001000000101000
42,5967913,101010,10110110001000000101001
43,5967926,101011,10110110001000000110110
44,5967927,101100,10110110001000000110111
45,5967924,101101,10110110001000000110100
46,5967925,101110,10110110001000000110101
47,5967922,101111,10110110001000000110010
48,5967923,110000,10110110001000000110011
49,5967920,110001,10110110001000000110000
50,5967921,110010,10110110001000000110001
51,5967934,110011,10110110001000000111110
52,5967935,110100,10110110001000000111111
53,5967932,110101,10110110001000000111100
54,5967933,110110,10110110001000000111101
55,5967930,110111,10110110001000000111010
56,5967931,111000,10110110001000000111011
57,5967928,111001,10110110001000000111000
