0,5877987,0,10110011011000011100011
1,53155,1,1100111110100011
2,53155,10,1100111110100011
3,53155,11,1100111110100011
4,53155,100,1100111110100011
5,53155,101,1100111110100011
6,53155,110,1100111110100011
7,53155,111,1100111110100011
8,53155,1000,1100111110100011
9,53155,1001,1100111110100011
10,53155,1010,1100111110100011
11,53155,1011,1100111110100011
12,53155,1100,1100111110100011
13,53155,1101,1100111110100011
14,53155,1110,1100111110100011
15,53155,1111,1100111110100011
16,53155,10000,1100111110100011
17,53155,10001,1100111110100011
18,53155,10010,1100111110100011
19,53155,10011,1100111110100011
20,53155,10100,1100111110100011
21,53155,10101,1100111110100011
22,53155,10110,1100111110100011
23,53155,10111,1100111110100011
24,53155,11000,1100111110100011
25,53155,11001,1100111110100011
26,53155,11010,1100111110100011
27,53155,11011,1100111110100011
28,53155,11100,1100111110100011
29,53155,11101,1100111110100011
30,53155,11110,1100111110100011
31,53155,11111,1100111110100011
32,53155,100000,1100111110100011
33,53155,100001,1100111110100011
34,53155,100010,1100111110100011
35,53155,100011,1100111110100011
36,53155,100100,1100111110100011
37,53155,100101,1100111110100011
38,53155,100110,1100111110100011
39,53155,100111,1100111110100011
40,53155,101000,1100111110100011
41,53155,101001,1100111110100011
42,53155,101010,1100111110100011
43,53155,101011,1100111110100011
44,53155,101100,1100111110100011
45,53155,101101,1100111110100011
46,53155,101110,1100111110100011
47,53155,101111,1100111110100011
48,,110000,
49,53155,110001,1100111110100011
50,53155,110010,1100111110100011
51,53155,110011,1100111110100011
52,53155,110100,1100111110100011
53,53155,110101,1100111110100011
54,53155,110110,1100111110100011
55,53155,110111,1100111110100011
56,53155,111000,1100111110100011
57,53155,111001,1100111110100011
58,53155,111010,1100111110100011
59,53155,111011,1100111110100011
60,53155,111100,1100111110100011
61,53155,111101,1100111110100011
62,53155,111110,1100111110100011
63,,111111,
64,53155,1000000,1100111110100011
65,53155,1000001,1100111110100011
66,53155,1000010,1100111110100011
67,53155,1000011,1100111110100011
68,53155,1000100,1100111110100011
69,53155,1000101,1100111110100011
70,53155,1000110,1100111110100011
71,53155,1000111,1100111110100011
72,53155,1001000,1100111110100011
73,53155,1001001,1100111110100011
74,53155,1001010,1100111110100011
75,53155,1001011,1100111110100011
76,53155,1001100,1100111110100011
77,53155,1001101,1100111110100011
78,53155,1001110,1100111110100011
79,53155,1001111,1100111110100011
80,53155,1010000,1100111110100011
81,53155,1010001,1100111110100011
82,53155,1010010,1100111110100011
83,53155,1010011,1100111110100011
84,53155,1010100,1100111110100011
85,,1010101,
86,53155,1010110,1100111110100011
87,53155,1010111,1100111110100011
88,53155,1011000,1100111110100011
89,53155,1011001,1100111110100011
90,53155,1011010,1100111110100011
91,53155,1011011,1100111110100011
92,53155,1011100,1100111110100011
93,53155,1011101,1100111110100011
94,53155,1011110,1100111110100011
95,53155,1011111,1100111110100011
96,53155,1100000,1100111110100011
97,53155,1100001,1100111110100011
98,53155,1100010,1100111110100011
99,53155,1100011,1100111110100011
100,53155,1100100,1100111110100011
101,53155,1100101,1100111110100011
102,53155,1100110,1100111110100011
103,53155,1100111,1100111110100011
104,53155,1101000,1100111110100011
105,53155,1101001,1100111110100011
106,53155,1101010,1100111110100011
107,53155,1101011,1100111110100011
108,53155,1101100,1100111110100011
109,53155,1101101,1100111110100011
110,53155,1101110,1100111110100011
111,53155,1101111,1100111110100011
112,53155,1110000,1100111110100011
113,53155,1110001,1100111110100011
114,53155,1110010,1100111110100011
115,53155,1110011,1100111110100011
116,53155,1110100,1100111110100011
117,53155,1110101,1100111110100011
118,53155,1110110,1100111110100011
119,53155,1110111,1100111110100011
120,53155,1111000,1100111110100011
121,,1111001,
122,,1111010,
123,53155,1111011,1100111110100011
124,53155,1111100,1100111110100011
125,53155,1111101,1100111110100011
126,53155,1111110,1100111110100011
127,53155,1111111,1100111110100011
128,53155,10000000,1100111110100011
129,53155,10000001,1100111110100011
130,53155,10000010,1100111110100011
131,53155,10000011,1100111110100011
132,53155,10000100,1100111110100011
133,53155,10000101,1100111110100011
134,53155,10000110,1100111110100011
135,,10000111,
136,53155,10001000,1100111110100011
137,53155,10001001,1100111110100011
138,53155,10001010,1100111110100011
139,53155,10001011,1100111110100011
140,53155,10001100,1100111110100011
141,53155,10001101,1100111110100011
142,53155,10001110,1100111110100011
143,53155,10001111,1100111110100011
144,53155,10010000,1100111110100011
145,53155,10010001,1100111110100011
146,53155,10010010,1100111110100011
147,53155,10010011,1100111110100011
148,53155,10010100,1100111110100011
149,,10010101,
150,53155,10010110,1100111110100011
151,53155,10010111,1100111110100011
152,53155,10011000,1100111110100011
153,53155,10011001,1100111110100011
154,53155,10011010,1100111110100011
155,53155,10011011,1100111110100011
156,53155,10011100,1100111110100011
157,53155,10011101,1100111110100011
158,53155,10011110,1100111110100011
159,53155,10011111,1100111110100011
160,53155,10100000,1100111110100011
161,53155,10100001,1100111110100011
162,53155,10100010,1100111110100011
163,53155,10100011,1100111110100011
164,53155,10100100,1100111110100011
165,53155,10100101,1100111110100011
166,53155,10100110,1100111110100011
167,53155,10100111,1100111110100011
168,53155,10101000,1100111110100011
169,53155,10101001,1100111110100011
170,53155,10101010,1100111110100011
171,53155,10101011,1100111110100011
172,,10101100,
173,53155,10101101,1100111110100011
174,53155,10101110,1100111110100011
175,53155,10101111,1100111110100011
176,53155,10110000,1100111110100011
177,53155,10110001,1100111110100011
178,53155,10110010,1100111110100011
179,,10110011,
180,,10110100,
181,53155,10110101,1100111110100011
182,53155,10110110,1100111110100011
183,53155,10110111,1100111110100011
184,53155,10111000,1100111110100011
185,53155,10111001,1100111110100011
186,53155,10111010,1100111110100011
187,53155,10111011,1100111110100011
188,53155,10111100,1100111110100011
189,53155,10111101,1100111110100011
190,53155,10111110,1100111110100011
191,53155,10111111,1100111110100011
192,53155,11000000,1100111110100011
193,53155,11000001,1100111110100011
194,53155,11000010,1100111110100011
195,53155,11000011,1100111110100011
196,53155,11000100,1100111110100011
197,53155,11000101,1100111110100011
198,53155,11000110,1100111110100011
199,53155,11000111,1100111110100011
200,53155,11001000,1100111110100011
201,53155,11001001,1100111110100011
202,53155,11001010,1100111110100011
203,53155,11001011,1100111110100011
204,53155,11001100,1100111110100011
205,53155,11001101,1100111110100011
206,,11001110,
207,,11001111,
208,53155,11010000,1100111110100011
209,53155,11010001,1100111110100011
210,53155,11010010,1100111110100011
211,53155,11010011,1100111110100011
212,53155,11010100,1100111110100011
213,53155,11010101,1100111110100011
214,53155,11010110,1100111110100011
215,53155,11010111,1100111110100011
216,53155,11011000,1100111110100011
217,53155,11011001,1100111110100011
218,,11011010,
219,,11011011,
220,53155,11011100,1100111110100011
221,53155,11011101,1100111110100011
222,53155,11011110,1100111110100011
223,53155,11011111,1100111110100011
224,53155,11100000,1100111110100011
225,53155,11100001,1100111110100011
226,53155,11100010,1100111110100011
227,53155,11100011,1100111110100011
228,53155,11100100,1100111110100011
229,53155,11100101,1100111110100011
230,53155,11100110,1100111110100011
231,53155,11100111,1100111110100011
232,53155,11101000,1100111110100011
233,,11101001,
234,53155,11101010,1100111110100011
235,53155,11101011,1100111110100011
236,53155,11101100,1100111110100011
237,53155,11101101,1100111110100011
238,53155,11101110,1100111110100011
239,53155,11101111,1100111110100011
240,53155,11110000,1100111110100011
241,53155,11110001,1100111110100011
242,53155,11110010,1100111110100011
243,53155,11110011,1100111110100011
244,53155,11110100,1100111110100011
245,53155,11110101,1100111110100011
246,53155,11110110,1100111110100011
247,,11110111,
248,53155,11111000,1100111110100011
249,53155,11111001,1100111110100011
250,53155,11111010,1100111110100011
251,53155,11111011,1100111110100011
252,53155,11111100,1100111110100011
253,53155,11111101,1100111110100011
254,53155,11111110,1100111110100011
255,53155,11111111,1100111110100011
256,199169795,100000000,1011110111110001011100000011
257,199169795,100000001,1011110111110001011100000011
258,199169795,100000010,1011110111110001011100000011
259,199169795,100000011,1011110111110001011100000011
260,199169795,100000100,1011110111110001011100000011
261,199169795,100000101,1011110111110001011100000011
262,199169795,100000110,1011110111110001011100000011
263,199169795,100000111,1011110111110001011100000011
264,199169795,100001000,1011110111110001011100000011
265,199169795,100001001,1011110111110001011100000011
266,199169795,100001010,1011110111110001011100000011
267,199169795,100001011,1011110111110001011100000011
268,199169795,100001100,1011110111110001011100000011
269,199169795,100001101,1011110111110001011100000011
270,199169795,100001110,1011110111110001011100000011
271,199169795,100001111,1011110111110001011100000011
272,199169795,100010000,1011110111110001011100000011
273,199169795,100010001,1011110111110001011100000011
274,199169795,100010010,1011110111110001011100000011
275,199169795,100010011,1011110111110001011100000011
276,199169795,100010100,1011110111110001011100000011
277,199169795,100010101,1011110111110001011100000011
278,199169795,100010110,1011110111110001011100000011
279,199169795,100010111,1011110111110001011100000011
280,199169795,100011000,1011110111110001011100000011
281,199169795,100011001,1011110111110001011100000011
282,199169795,100011010,1011110111110001011100000011
283,199169795,100011011,1011110111110001011100000011
284,199169795,100011100,1011110111110001011100000011
285,199169795,100011101,1011110111110001011100000011
286,199169795,100011110,1011110111110001011100000011
287,199169795,100011111,1011110111110001011100000011
288,199169795,100100000,1011110111110001011100000011
289,199169795,100100001,1011110111110001011100000011
290,199169795,100100010,1011110111110001011100000011
291,199169795,100100011,1011110111110001011100000011
292,,100100100,
293,199169795,100100101,1011110111110001011100000011
294,199169795,100100110,1011110111110001011100000011
295,199169795,100100111,1011110111110001011100000011
296,199169795,100101000,1011110111110001011100000011
297,199169795,100101001,1011110111110001011100000011
